date,timestamp,source_name,headline,snippet,url,issue_area,geography_refs,geography_matches,source_type,domain,language,is_synthetic_operational_demo
2026-04-25,2026-04-25T04:35:00,Hudson Valley Public Radio,Westchester watchdogs press for accountability and procurement transparency as training grows,"Hudson Valley Public Radio notes that corruption / competence / trust narratives in Hudson Valley are being repeated across TV transcript coverage, with Westchester residents emphasizing training.",https://example.com/operational-demo/01918,corruption / competence / trust,Westchester; Hudson Valley,Westchester; Hudson Valley,TV transcript,hudsonvalleypublicradio.example,English,True
2026-04-25,2026-04-25T04:15:00,Metro Narrative Scan,Yonkers commuters connect fare pressure to household budgets as investment grows,"Metro Narrative Scan notes that affordability / cost of living narratives in Hudson Valley are being repeated across social listening digest coverage, with Yonkers residents emphasizing investment.",https://example.com/operational-demo/01574,affordability / cost of living,Yonkers; Hudson Valley,Yonkers; Hudson Valley,social listening digest,metronarrativescan.example,English,True
2026-04-25,2026-04-25T04:14:00,Rochester Herald,Syracuse families describe grocery and utility pressure as discussion grows,"Rochester Herald notes that affordability / cost of living narratives in Central NY are being repeated across local news coverage, with Syracuse residents emphasizing discussion.",https://example.com/operational-demo/00616,affordability / cost of living,Syracuse; Central NY,Syracuse; Central NY,local news,rochesterherald.example,English,True
2026-04-25,2026-04-25T04:11:00,Buffalo Civic Wire,Westchester commuters connect fare pressure to household budgets as solution grows,"Buffalo Civic Wire notes that affordability / cost of living narratives in Hudson Valley are being repeated across local news coverage, with Westchester residents emphasizing solution.",https://example.com/operational-demo/02401,affordability / cost of living,Westchester; Hudson Valley,Westchester; Hudson Valley,local news,buffalocivicwire.example,English,True
2026-04-25,2026-04-25T04:10:00,Empire State Ledger,Nassau tech expansion stories raise questions about workforce stability as solution grows,"Empire State Ledger notes that AI / tech jobs narratives in Long Island are being repeated across TV transcript coverage, with Nassau residents emphasizing solution.",https://example.com/operational-demo/00190,AI / tech jobs,Nassau; Long Island,Nassau; Long Island,TV transcript,empirestateledger.example,English,True
2026-04-25,2026-04-25T04:10:00,Queens Community Post,Westchester tech expansion stories raise questions about workforce stability as training grows,"Queens Community Post notes that AI / tech jobs narratives in Hudson Valley are being repeated across public radio coverage, with Westchester residents emphasizing training.",https://example.com/operational-demo/01614,AI / tech jobs,Westchester; Hudson Valley,Westchester; Hudson Valley,public radio,queenscommunitypost.example,English,True
2026-04-25,2026-04-25T03:35:00,Metro Narrative Scan,Nassau labor groups call for guardrails around artificial intelligence as investment grows,"Metro Narrative Scan notes that AI / tech jobs narratives in Long Island are being repeated across policy newsletter coverage, with Nassau residents emphasizing investment.",https://example.com/operational-demo/00983,AI / tech jobs,Nassau; Long Island,Nassau; Long Island,policy newsletter,metronarrativescan.example,English,True
2026-04-25,2026-04-25T03:35:00,NY Civic Monitor,Yonkers housing advocates warn that eviction pressure is rising as attention grows,"NY Civic Monitor notes that housing / rent narratives in Hudson Valley are being repeated across public radio coverage, with Yonkers residents emphasizing attention.",https://example.com/operational-demo/01804,housing / rent,Yonkers; Hudson Valley,Yonkers; Hudson Valley,public radio,nycivicmonitor.example,English,True
2026-04-25,2026-04-25T03:34:00,Syracuse Policy Review,Saratoga residents ask for concrete cost-of-living plans as urgent grows,"Syracuse Policy Review notes that affordability / cost of living narratives in Capital Region are being repeated across public radio coverage, with Saratoga residents emphasizing urgent.",https://example.com/operational-demo/01992,affordability / cost of living,Saratoga; Capital Region,Saratoga; Capital Region,public radio,syracusepolicyreview.example,English,True
2026-04-25,2026-04-25T03:17:00,Queens Community Post,Westchester residents link shelter planning to neighborhood quality of life as questions grows,"Queens Community Post notes that immigration / public safety narratives in Hudson Valley are being repeated across policy newsletter coverage, with Westchester residents emphasizing questions.",https://example.com/operational-demo/01374,immigration / public safety,Westchester; Hudson Valley,Westchester; Hudson Valley,policy newsletter,queenscommunitypost.example,English,True
2026-04-25,2026-04-25T03:12:00,Metro Narrative Scan,Brooklyn local officials debate affordability relief proposals as investment grows,"Metro Narrative Scan notes that affordability / cost of living narratives in NYC are being repeated across public radio coverage, with Brooklyn residents emphasizing investment.",https://example.com/operational-demo/02425,affordability / cost of living,Brooklyn; NYC,Brooklyn; NYC,public radio,metronarrativescan.example,English,True
2026-04-25,2026-04-25T02:58:00,Queens Community Post,Manhattan families describe grocery and utility pressure as investment grows,"Queens Community Post notes that affordability / cost of living narratives in NYC are being repeated across community forum coverage, with Manhattan residents emphasizing investment.",https://example.com/operational-demo/00668,affordability / cost of living,Manhattan; NYC,Manhattan; NYC,community forum,queenscommunitypost.example,English,True
2026-04-25,2026-04-25T02:54:00,Statehouse Watch,Nassau workers ask whether AI investment will produce durable jobs as concern grows,"Statehouse Watch notes that AI / tech jobs narratives in Long Island are being repeated across TV transcript coverage, with Nassau residents emphasizing concern.",https://example.com/operational-demo/01430,AI / tech jobs,Nassau; Long Island,Nassau; Long Island,TV transcript,statehousewatch.example,English,True
2026-04-25,2026-04-25T02:52:00,Queens Community Post,Rochester commuters connect fare pressure to household budgets as solution grows,"Queens Community Post notes that affordability / cost of living narratives in Western NY are being repeated across local news coverage, with Rochester residents emphasizing solution.",https://example.com/operational-demo/00451,affordability / cost of living,Rochester; Western NY,Rochester; Western NY,local news,queenscommunitypost.example,English,True
2026-04-25,2026-04-25T02:36:00,Hudson Valley Public Radio,Monroe County residents ask for concrete cost-of-living plans as debate grows,"Hudson Valley Public Radio notes that affordability / cost of living narratives in Western NY are being repeated across public radio coverage, with Monroe County residents emphasizing debate.",https://example.com/operational-demo/02560,affordability / cost of living,Monroe County; Western NY,Monroe County; Western NY,public radio,hudsonvalleypublicradio.example,English,True
2026-04-25,2026-04-25T02:28:00,Hudson Valley Public Radio,Rome workers ask whether AI investment will produce durable jobs as concern grows,"Hudson Valley Public Radio notes that AI / tech jobs narratives in Central NY are being repeated across community forum coverage, with Rome residents emphasizing concern.",https://example.com/operational-demo/02305,AI / tech jobs,Rome; Central NY,Rome; Central NY,community forum,hudsonvalleypublicradio.example,English,True
2026-04-25,2026-04-25T02:21:00,Syracuse Policy Review,Brooklyn families describe grocery and utility pressure as frustration grows,"Syracuse Policy Review notes that affordability / cost of living narratives in NYC are being repeated across policy newsletter coverage, with Brooklyn residents emphasizing frustration.",https://example.com/operational-demo/01712,affordability / cost of living,Brooklyn; NYC,Brooklyn; NYC,policy newsletter,syracusepolicyreview.example,English,True
